TravelDate,DayOfWeek,TubeJourneyCount,BusJourneyCount,SourceFile,CalculatedDayOfWeek,Year,Month,MonthName,Quarter,DayOfMonth,WeekOfYear,IsWeekend,TotalJourneyCount
2025-05-22,Thursday,3790000,5198000,Journeys_2025_2026 .csv,Thursday,2025,5,May,2,22,21,0,8988000
2025-05-23,Friday,3426000,5280000,Journeys_2025_2026 .csv,Friday,2025,5,May,2,23,21,0,8706000
2025-05-24,Saturday,2834000,4186000,Journeys_2025_2026 .csv,Saturday,2025,5,May,2,24,21,1,7020000
2025-05-25,Sunday,2320000,3503000,Journeys_2025_2026 .csv,Sunday,2025,5,May,2,25,21,1,5823000
2025-05-26,Monday,2071000,3324000,Journeys_2025_2026 .csv,Monday,2025,5,May,2,26,22,0,5395000
2025-05-27,Tuesday,3356000,4429000,Journeys_2025_2026 .csv,Tuesday,2025,5,May,2,27,22,0,7785000
2025-05-28,Wednesday,3570000,4713000,Journeys_2025_2026 .csv,Wednesday,2025,5,May,2,28,22,0,8283000
2025-05-29,Thursday,3706000,4698000,Journeys_2025_2026 .csv,Thursday,2025,5,May,2,29,22,0,8404000
2025-05-30,Friday,3409000,4851000,Journeys_2025_2026 .csv,Friday,2025,5,May,2,30,22,0,8260000
2025-05-31,Saturday,2724000,4475000,Journeys_2025_2026 .csv,Saturday,2025,5,May,2,31,22,1,7199000
2025-06-01,Sunday,1943000,3313000,Journeys_2025_2026 .csv,Sunday,2025,6,June,2,1,22,1,5256000
2025-06-02,Monday,3088000,4918000,Journeys_2025_2026 .csv,Monday,2025,6,June,2,2,23,0,8006000
2025-06-03,Tuesday,3554000,5019000,Journeys_2025_2026 .csv,Tuesday,2025,6,June,2,3,23,0,8573000
2025-06-04,Wednesday,3662000,5224000,Journeys_2025_2026 .csv,Wednesday,2025,6,June,2,4,23,0,8886000
2025-06-05,Thursday,3792000,5136000,Journeys_2025_2026 .csv,Thursday,2025,6,June,2,5,23,0,8928000
2025-06-06,Friday,3493000,5298000,Journeys_2025_2026 .csv,Friday,2025,6,June,2,6,23,0,8791000
2025-06-07,Saturday,3123000,4147000,Journeys_2025_2026 .csv,Saturday,2025,6,June,2,7,23,1,7270000
2025-06-08,Sunday,2269000,3393000,Journeys_2025_2026 .csv,Sunday,2025,6,June,2,8,23,1,5662000
2025-06-09,Monday,3261000,5070000,Journeys_2025_2026 .csv,Monday,2025,6,June,2,9,24,0,8331000
2025-06-10,Tuesday,3694000,5238000,Journeys_2025_2026 .csv,Tuesday,2025,6,June,2,10,24,0,8932000
2025-06-11,Wednesday,3772000,5253000,Journeys_2025_2026 .csv,Wednesday,2025,6,June,2,11,24,0,9025000
2025-06-12,Thursday,3888000,5226000,Journeys_2025_2026 .csv,Thursday,2025,6,June,2,12,24,0,9114000
2025-06-13,Friday,3439000,5335000,Journeys_2025_2026 .csv,Friday,2025,6,June,2,13,24,0,8774000
2025-06-14,Saturday,3142000,4400000,Journeys_2025_2026 .csv,Saturday,2025,6,June,2,14,24,1,7542000
2025-06-15,Sunday,2188000,3339000,Journeys_2025_2026 .csv,Sunday,2025,6,June,2,15,24,1,5527000
2025-06-16,Monday,3267000,5090000,Journeys_2025_2026 .csv,Monday,2025,6,June,2,16,25,0,8357000
2025-06-17,Tuesday,3682000,5160000,Journeys_2025_2026 .csv,Tuesday,2025,6,June,2,17,25,0,8842000
2025-06-18,Wednesday,3768000,5170000,Journeys_2025_2026 .csv,Wednesday,2025,6,June,2,18,25,0,8938000
2025-06-19,Thursday,3832000,5190000,Journeys_2025_2026 .csv,Thursday,2025,6,June,2,19,25,0,9022000
2025-06-20,Friday,3507000,5222000,Journeys_2025_2026 .csv,Friday,2025,6,June,2,20,25,0,8729000
2025-06-21,Saturday,3103000,4262000,Journeys_2025_2026 .csv,Saturday,2025,6,June,2,21,25,1,7365000
2025-06-22,Sunday,2150000,3337000,Journeys_2025_2026 .csv,Sunday,2025,6,June,2,22,25,1,5487000
2025-06-23,Monday,3234000,4982000,Journeys_2025_2026 .csv,Monday,2025,6,June,2,23,26,0,8216000
2025-06-24,Tuesday,3710000,5135000,Journeys_2025_2026 .csv,Tuesday,2025,6,June,2,24,26,0,8845000
2025-06-25,Wednesday,3737000,5139000,Journeys_2025_2026 .csv,Wednesday,2025,6,June,2,25,26,0,8876000
2025-06-26,Thursday,3873000,5180000,Journeys_2025_2026 .csv,Thursday,2025,6,June,2,26,26,0,9053000
2025-06-27,Friday,3522000,5251000,Journeys_2025_2026 .csv,Friday,2025,6,June,2,27,26,0,8773000
2025-06-28,Saturday,3233000,4331000,Journeys_2025_2026 .csv,Saturday,2025,6,June,2,28,26,1,7564000
2025-06-29,Sunday,2241000,3289000,Journeys_2025_2026 .csv,Sunday,2025,6,June,2,29,26,1,5530000
2025-06-30,Monday,3179000,4801000,Journeys_2025_2026 .csv,Monday,2025,6,June,2,30,27,0,7980000
2025-07-01,Tuesday,3534000,4879000,Journeys_2025_2026 .csv,Tuesday,2025,7,July,3,1,27,0,8413000
2025-07-02,Wednesday,3845000,5163000,Journeys_2025_2026 .csv,Wednesday,2025,7,July,3,2,27,0,9008000
2025-07-03,Thursday,4064000,5253000,Journeys_2025_2026 .csv,Thursday,2025,7,July,3,3,27,0,9317000
2025-07-04,Friday,3778000,5252000,Journeys_2025_2026 .csv,Friday,2025,7,July,3,4,27,0,9030000
2025-07-05,Saturday,3342000,4331000,Journeys_2025_2026 .csv,Saturday,2025,7,July,3,5,27,1,7673000
2025-07-06,Sunday,2321000,3320000,Journeys_2025_2026 .csv,Sunday,2025,7,July,3,6,27,1,5641000
2025-07-07,Monday,3331000,4894000,Journeys_2025_2026 .csv,Monday,2025,7,July,3,7,28,0,8225000
2025-07-08,Tuesday,3774000,5088000,Journeys_2025_2026 .csv,Tuesday,2025,7,July,3,8,28,0,8862000
2025-07-09,Wednesday,3794000,5045000,Journeys_2025_2026 .csv,Wednesday,2025,7,July,3,9,28,0,8839000
2025-07-10,Thursday,3931000,5065000,Journeys_2025_2026 .csv,Thursday,2025,7,July,3,10,28,0,8996000
2025-07-11,Friday,3557000,5019000,Journeys_2025_2026 .csv,Friday,2025,7,July,3,11,28,0,8576000
2025-07-12,Saturday,3048000,4209000,Journeys_2025_2026 .csv,Saturday,2025,7,July,3,12,28,1,7257000
2025-07-13,Sunday,2306000,3289000,Journeys_2025_2026 .csv,Sunday,2025,7,July,3,13,28,1,5595000
2025-07-14,Monday,3269000,4812000,Journeys_2025_2026 .csv,Monday,2025,7,July,3,14,29,0,8081000
2025-07-15,Tuesday,3651000,4967000,Journeys_2025_2026 .csv,Tuesday,2025,7,July,3,15,29,0,8618000
2025-07-16,Wednesday,3723000,5026000,Journeys_2025_2026 .csv,Wednesday,2025,7,July,3,16,29,0,8749000
2025-07-17,Thursday,3765000,4979000,Journeys_2025_2026 .csv,Thursday,2025,7,July,3,17,29,0,8744000
2025-07-18,Friday,3357000,5089000,Journeys_2025_2026 .csv,Friday,2025,7,July,3,18,29,0,8446000
2025-07-19,Saturday,2846000,3983000,Journeys_2025_2026 .csv,Saturday,2025,7,July,3,19,29,1,6829000
2025-07-20,Sunday,1975000,3318000,Journeys_2025_2026 .csv,Sunday,2025,7,July,3,20,29,1,5293000
2025-07-21,Monday,3048000,4620000,Journeys_2025_2026 .csv,Monday,2025,7,July,3,21,30,0,7668000
2025-07-22,Tuesday,3531000,4709000,Journeys_2025_2026 .csv,Tuesday,2025,7,July,3,22,30,0,8240000
2025-07-23,Wednesday,3603000,4665000,Journeys_2025_2026 .csv,Wednesday,2025,7,July,3,23,30,0,8268000
2025-07-24,Thursday,3671000,4561000,Journeys_2025_2026 .csv,Thursday,2025,7,July,3,24,30,0,8232000
2025-07-25,Friday,3505000,4735000,Journeys_2025_2026 .csv,Friday,2025,7,July,3,25,30,0,8240000
2025-07-26,Saturday,3168000,4089000,Journeys_2025_2026 .csv,Saturday,2025,7,July,3,26,30,1,7257000
2025-07-27,Sunday,2176000,3219000,Journeys_2025_2026 .csv,Sunday,2025,7,July,3,27,30,1,5395000
2025-07-28,Monday,3085000,4383000,Journeys_2025_2026 .csv,Monday,2025,7,July,3,28,31,0,7468000
2025-07-29,Tuesday,3517000,4475000,Journeys_2025_2026 .csv,Tuesday,2025,7,July,3,29,31,0,7992000
2025-07-30,Wednesday,3591000,4535000,Journeys_2025_2026 .csv,Wednesday,2025,7,July,3,30,31,0,8126000
2025-07-31,Thursday,3604000,4482000,Journeys_2025_2026 .csv,Thursday,2025,7,July,3,31,31,0,8086000
2025-08-01,Friday,3220000,4591000,Journeys_2025_2026 .csv,Friday,2025,8,August,3,1,31,0,7811000
2025-08-02,Saturday,2951000,4135000,Journeys_2025_2026 .csv,Saturday,2025,8,August,3,2,31,1,7086000
2025-08-03,Sunday,2161000,3224000,Journeys_2025_2026 .csv,Sunday,2025,8,August,3,3,31,1,5385000
2025-08-04,Monday,2983000,4267000,Journeys_2025_2026 .csv,Monday,2025,8,August,3,4,32,0,7250000
2025-08-05,Tuesday,3445000,4542000,Journeys_2025_2026 .csv,Tuesday,2025,8,August,3,5,32,0,7987000
2025-08-06,Wednesday,3508000,4501000,Journeys_2025_2026 .csv,Wednesday,2025,8,August,3,6,32,0,8009000
2025-08-07,Thursday,3449000,4491000,Journeys_2025_2026 .csv,Thursday,2025,8,August,3,7,32,0,7940000
2025-08-08,Friday,3162000,4574000,Journeys_2025_2026 .csv,Friday,2025,8,August,3,8,32,0,7736000
2025-08-09,Saturday,2976000,4027000,Journeys_2025_2026 .csv,Saturday,2025,8,August,3,9,32,1,7003000
2025-08-10,Sunday,2226000,3172000,Journeys_2025_2026 .csv,Sunday,2025,8,August,3,10,32,1,5398000
2025-08-11,Monday,2920000,4204000,Journeys_2025_2026 .csv,Monday,2025,8,August,3,11,33,0,7124000
2025-08-12,Tuesday,3303000,4362000,Journeys_2025_2026 .csv,Tuesday,2025,8,August,3,12,33,0,7665000
2025-08-13,Wednesday,3336000,4358000,Journeys_2025_2026 .csv,Wednesday,2025,8,August,3,13,33,0,7694000
2025-08-14,Thursday,3455000,4519000,Journeys_2025_2026 .csv,Thursday,2025,8,August,3,14,33,0,7974000
2025-08-15,Friday,3180000,4463000,Journeys_2025_2026 .csv,Friday,2025,8,August,3,15,33,0,7643000
2025-08-16,Saturday,2932000,3952000,Journeys_2025_2026 .csv,Saturday,2025,8,August,3,16,33,1,6884000
2025-08-17,Sunday,2101000,3165000,Journeys_2025_2026 .csv,Sunday,2025,8,August,3,17,33,1,5266000
2025-08-18,Monday,2870000,4202000,Journeys_2025_2026 .csv,Monday,2025,8,August,3,18,34,0,7072000
2025-08-19,Tuesday,3260000,4384000,Journeys_2025_2026 .csv,Tuesday,2025,8,August,3,19,34,0,7644000
2025-08-20,Wednesday,3354000,4422000,Journeys_2025_2026 .csv,Wednesday,2025,8,August,3,20,34,0,7776000
2025-08-21,Thursday,3401000,4553000,Journeys_2025_2026 .csv,Thursday,2025,8,August,3,21,34,0,7954000
2025-08-22,Friday,3216000,4546000,Journeys_2025_2026 .csv,Friday,2025,8,August,3,22,34,0,7762000
2025-08-23,Saturday,2905000,3921000,Journeys_2025_2026 .csv,Saturday,2025,8,August,3,23,34,1,6826000
2025-08-24,Sunday,2235000,3242000,Journeys_2025_2026 .csv,Sunday,2025,8,August,3,24,34,1,5477000
2025-08-25,Monday,2180000,3258000,Journeys_2025_2026 .csv,Monday,2025,8,August,3,25,35,0,5438000
2025-08-26,Tuesday,3202000,4377000,Journeys_2025_2026 .csv,Tuesday,2025,8,August,3,26,35,0,7579000
2025-08-27,Wednesday,3367000,4441000,Journeys_2025_2026 .csv,Wednesday,2025,8,August,3,27,35,0,7808000
2025-08-28,Thursday,3464000,4501000,Journeys_2025_2026 .csv,Thursday,2025,8,August,3,28,35,0,7965000
2025-08-29,Friday,3088000,4266000,Journeys_2025_2026 .csv,Friday,2025,8,August,3,29,35,0,7354000
2025-08-30,Saturday,2914000,4031000,Journeys_2025_2026 .csv,Saturday,2025,8,August,3,30,35,1,6945000
2025-08-31,Sunday,2071000,3201000,Journeys_2025_2026 .csv,Sunday,2025,8,August,3,31,35,1,5272000
2025-09-01,Monday,2958000,4259000,Journeys_2025_2026 .csv,Monday,2025,9,September,3,1,36,0,7217000
2025-09-02,Tuesday,3291000,4672000,Journeys_2025_2026 .csv,Tuesday,2025,9,September,3,2,36,0,7963000
2025-09-03,Wednesday,3493000,4887000,Journeys_2025_2026 .csv,Wednesday,2025,9,September,3,3,36,0,8380000
2025-09-04,Thursday,3748000,5041000,Journeys_2025_2026 .csv,Thursday,2025,9,September,3,4,36,0,8789000
2025-09-05,Friday,3287000,5196000,Journeys_2025_2026 .csv,Friday,2025,9,September,3,5,36,0,8483000
2025-09-06,Saturday,2836000,4259000,Journeys_2025_2026 .csv,Saturday,2025,9,September,3,6,36,1,7095000
2025-09-07,Sunday,1272000,3493000,Journeys_2025_2026 .csv,Sunday,2025,9,September,3,7,36,1,4765000
2025-09-08,Monday,529000,5701000,Journeys_2025_2026 .csv,Monday,2025,9,September,3,8,37,0,6230000
2025-09-09,Tuesday,650000,5748000,Journeys_2025_2026 .csv,Tuesday,2025,9,September,3,9,37,0,6398000
2025-09-10,Wednesday,589000,5667000,Journeys_2025_2026 .csv,Wednesday,2025,9,September,3,10,37,0,6256000
2025-09-11,Thursday,607000,5756000,Journeys_2025_2026 .csv,Thursday,2025,9,September,3,11,37,0,6363000
2025-09-12,Friday,2711000,5289000,Journeys_2025_2026 .csv,Friday,2025,9,September,3,12,37,0,8000000
2025-09-13,Saturday,2822000,4081000,Journeys_2025_2026 .csv,Saturday,2025,9,September,3,13,37,1,6903000
2025-09-14,Sunday,1869000,3162000,Journeys_2025_2026 .csv,Sunday,2025,9,September,3,14,37,1,5031000
2025-09-15,Monday,3133000,5019000,Journeys_2025_2026 .csv,Monday,2025,9,September,3,15,38,0,8152000
2025-09-16,Tuesday,3642000,5220000,Journeys_2025_2026 .csv,Tuesday,2025,9,September,3,16,38,0,8862000
2025-09-17,Wednesday,3668000,5063000,Journeys_2025_2026 .csv,Wednesday,2025,9,September,3,17,38,0,8731000
2025-09-18,Thursday,3813000,5250000,Journeys_2025_2026 .csv,Thursday,2025,9,September,3,18,38,0,9063000
2025-09-19,Friday,3407000,5310000,Journeys_2025_2026 .csv,Friday,2025,9,September,3,19,38,0,8717000
2025-09-20,Saturday,3069000,4228000,Journeys_2025_2026 .csv,Saturday,2025,9,September,3,20,38,1,7297000
2025-09-21,Sunday,2208000,3291000,Journeys_2025_2026 .csv,Sunday,2025,9,September,3,21,38,1,5499000
2025-09-22,Monday,3214000,5049000,Journeys_2025_2026 .csv,Monday,2025,9,September,3,22,39,0,8263000
2025-09-23,Tuesday,3633000,5176000,Journeys_2025_2026 .csv,Tuesday,2025,9,September,3,23,39,0,8809000
2025-09-24,Wednesday,3735000,5217000,Journeys_2025_2026 .csv,Wednesday,2025,9,September,3,24,39,0,8952000
2025-09-25,Thursday,3889000,5339000,Journeys_2025_2026 .csv,Thursday,2025,9,September,3,25,39,0,9228000
2025-09-26,Friday,3499000,5284000,Journeys_2025_2026 .csv,Friday,2025,9,September,3,26,39,0,8783000
2025-09-27,Saturday,3260000,4461000,Journeys_2025_2026 .csv,Saturday,2025,9,September,3,27,39,1,7721000
2025-09-28,Sunday,2280000,3255000,Journeys_2025_2026 .csv,Sunday,2025,9,September,3,28,39,1,5535000
2025-09-29,Monday,3337000,5107000,Journeys_2025_2026 .csv,Monday,2025,9,September,3,29,40,0,8444000
2025-09-30,Tuesday,3781000,5283000,Journeys_2025_2026 .csv,Tuesday,2025,9,September,3,30,40,0,9064000
2025-10-01,Wednesday,3745000,5151000,Journeys_2025_2026 .csv,Wednesday,2025,10,October,4,1,40,0,8896000
2025-10-02,Thursday,3853000,5161000,Journeys_2025_2026 .csv,Thursday,2025,10,October,4,2,40,0,9014000
2025-10-03,Friday,3554000,5100000,Journeys_2025_2026 .csv,Friday,2025,10,October,4,3,40,0,8654000
2025-10-04,Saturday,3102000,4352000,Journeys_2025_2026 .csv,Saturday,2025,10,October,4,4,40,1,7454000
2025-10-05,Sunday,2081000,3307000,Journeys_2025_2026 .csv,Sunday,2025,10,October,4,5,40,1,5388000
2025-10-06,Monday,3307000,5028000,Journeys_2025_2026 .csv,Monday,2025,10,October,4,6,41,0,8335000
2025-10-07,Tuesday,3718000,5154000,Journeys_2025_2026 .csv,Tuesday,2025,10,October,4,7,41,0,8872000
2025-10-08,Wednesday,3726000,5132000,Journeys_2025_2026 .csv,Wednesday,2025,10,October,4,8,41,0,8858000
2025-10-09,Thursday,4033000,5211000,Journeys_2025_2026 .csv,Thursday,2025,10,October,4,9,41,0,9244000
2025-10-10,Friday,3552000,5219000,Journeys_2025_2026 .csv,Friday,2025,10,October,4,10,41,0,8771000
2025-10-11,Saturday,3222000,4407000,Journeys_2025_2026 .csv,Saturday,2025,10,October,4,11,41,1,7629000
2025-10-12,Sunday,2296000,3298000,Journeys_2025_2026 .csv,Sunday,2025,10,October,4,12,41,1,5594000
2025-10-13,Monday,3384000,4953000,Journeys_2025_2026 .csv,Monday,2025,10,October,4,13,42,0,8337000
2025-10-14,Tuesday,3816000,5099000,Journeys_2025_2026 .csv,Tuesday,2025,10,October,4,14,42,0,8915000
2025-10-15,Wednesday,3855000,5126000,Journeys_2025_2026 .csv,Wednesday,2025,10,October,4,15,42,0,8981000
2025-10-16,Thursday,3967000,5203000,Journeys_2025_2026 .csv,Thursday,2025,10,October,4,16,42,0,9170000
2025-10-17,Friday,3577000,5289000,Journeys_2025_2026 .csv,Friday,2025,10,October,4,17,42,0,8866000
2025-10-18,Saturday,3174000,4197000,Journeys_2025_2026 .csv,Saturday,2025,10,October,4,18,42,1,7371000
2025-10-19,Sunday,2233000,3106000,Journeys_2025_2026 .csv,Sunday,2025,10,October,4,19,42,1,5339000
2025-10-20,Monday,3305000,4766000,Journeys_2025_2026 .csv,Monday,2025,10,October,4,20,43,0,8071000
2025-10-21,Tuesday,3693000,5129000,Journeys_2025_2026 .csv,Tuesday,2025,10,October,4,21,43,0,8822000
2025-10-22,Wednesday,3695000,5073000,Journeys_2025_2026 .csv,Wednesday,2025,10,October,4,22,43,0,8768000
2025-10-23,Thursday,3772000,4865000,Journeys_2025_2026 .csv,Thursday,2025,10,October,4,23,43,0,8637000
2025-10-24,Friday,3525000,5004000,Journeys_2025_2026 .csv,Friday,2025,10,October,4,24,43,0,8529000
2025-10-25,Saturday,3129000,4232000,Journeys_2025_2026 .csv,Saturday,2025,10,October,4,25,43,1,7361000
2025-10-26,Sunday,2218000,3297000,Journeys_2025_2026 .csv,Sunday,2025,10,October,4,26,43,1,5515000
2025-10-27,Monday,3397000,4458000,Journeys_2025_2026 .csv,Monday,2025,10,October,4,27,44,0,7855000
2025-10-28,Tuesday,3801000,4680000,Journeys_2025_2026 .csv,Tuesday,2025,10,October,4,28,44,0,8481000
2025-10-29,Wednesday,3884000,4464000,Journeys_2025_2026 .csv,Wednesday,2025,10,October,4,29,44,0,8348000
2025-10-30,Thursday,3958000,4712000,Journeys_2025_2026 .csv,Thursday,2025,10,October,4,30,44,0,8670000
2025-10-31,Friday,3558000,4758000,Journeys_2025_2026 .csv,Friday,2025,10,October,4,31,44,0,8316000
2025-11-01,Saturday,3085000,4215000,Journeys_2025_2026 .csv,Saturday,2025,11,November,4,1,44,1,7300000
2025-11-02,Sunday,2067000,3119000,Journeys_2025_2026 .csv,Sunday,2025,11,November,4,2,44,1,5186000
2025-11-03,Monday,3185000,4769000,Journeys_2025_2026 .csv,Monday,2025,11,November,4,3,45,0,7954000
2025-11-04,Tuesday,3732000,5062000,Journeys_2025_2026 .csv,Tuesday,2025,11,November,4,4,45,0,8794000
2025-11-05,Wednesday,3722000,5114000,Journeys_2025_2026 .csv,Wednesday,2025,11,November,4,5,45,0,8836000
2025-11-06,Thursday,3851000,5131000,Journeys_2025_2026 .csv,Thursday,2025,11,November,4,6,45,0,8982000
2025-11-07,Friday,3476000,5161000,Journeys_2025_2026 .csv,Friday,2025,11,November,4,7,45,0,8637000
2025-11-08,Saturday,3375000,4241000,Journeys_2025_2026 .csv,Saturday,2025,11,November,4,8,45,1,7616000
2025-11-09,Sunday,2202000,3128000,Journeys_2025_2026 .csv,Sunday,2025,11,November,4,9,45,1,5330000
2025-11-10,Monday,3357000,4868000,Journeys_2025_2026 .csv,Monday,2025,11,November,4,10,46,0,8225000
2025-11-11,Tuesday,3813000,5191000,Journeys_2025_2026 .csv,Tuesday,2025,11,November,4,11,46,0,9004000
2025-11-12,Wednesday,3838000,5172000,Journeys_2025_2026 .csv,Wednesday,2025,11,November,4,12,46,0,9010000
2025-11-13,Thursday,4092000,5245000,Journeys_2025_2026 .csv,Thursday,2025,11,November,4,13,46,0,9337000
2025-11-14,Friday,3616000,5024000,Journeys_2025_2026 .csv,Friday,2025,11,November,4,14,46,0,8640000
2025-11-15,Saturday,3526000,4312000,Journeys_2025_2026 .csv,Saturday,2025,11,November,4,15,46,1,7838000
2025-11-16,Sunday,2312000,3216000,Journeys_2025_2026 .csv,Sunday,2025,11,November,4,16,46,1,5528000
2025-11-17,Monday,3410000,4981000,Journeys_2025_2026 .csv,Monday,2025,11,November,4,17,47,0,8391000
2025-11-18,Tuesday,3825000,5063000,Journeys_2025_2026 .csv,Tuesday,2025,11,November,4,18,47,0,8888000
2025-11-19,Wednesday,3847000,4966000,Journeys_2025_2026 .csv,Wednesday,2025,11,November,4,19,47,0,8813000
2025-11-20,Thursday,4077000,5113000,Journeys_2025_2026 .csv,Thursday,2025,11,November,4,20,47,0,9190000
2025-11-21,Friday,3790000,5158000,Journeys_2025_2026 .csv,Friday,2025,11,November,4,21,47,0,8948000
2025-11-22,Saturday,3370000,4054000,Journeys_2025_2026 .csv,Saturday,2025,11,November,4,22,47,1,7424000
2025-11-23,Sunday,2455000,3223000,Journeys_2025_2026 .csv,Sunday,2025,11,November,4,23,47,1,5678000
2025-11-24,Monday,3476000,4893000,Journeys_2025_2026 .csv,Monday,2025,11,November,4,24,48,0,8369000
2025-11-25,Tuesday,3998000,5128000,Journeys_2025_2026 .csv,Tuesday,2025,11,November,4,25,48,0,9126000
2025-11-26,Wednesday,4100000,5070000,Journeys_2025_2026 .csv,Wednesday,2025,11,November,4,26,48,0,9170000
2025-11-27,Thursday,4176000,5153000,Journeys_2025_2026 .csv,Thursday,2025,11,November,4,27,48,0,9329000
2025-11-28,Friday,4052000,5249000,Journeys_2025_2026 .csv,Friday,2025,11,November,4,28,48,0,9301000
2025-11-29,Saturday,3703000,4281000,Journeys_2025_2026 .csv,Saturday,2025,11,November,4,29,48,1,7984000
2025-11-30,Sunday,2636000,3407000,Journeys_2025_2026 .csv,Sunday,2025,11,November,4,30,48,1,6043000
2025-12-01,Monday,3534000,4843000,Journeys_2025_2026 .csv,Monday,2025,12,December,4,1,49,0,8377000
2025-12-02,Tuesday,4031000,5162000,Journeys_2025_2026 .csv,Tuesday,2025,12,December,4,2,49,0,9193000
2025-12-03,Wednesday,4161000,5162000,Journeys_2025_2026 .csv,Wednesday,2025,12,December,4,3,49,0,9323000
2025-12-04,Thursday,4324000,5071000,Journeys_2025_2026 .csv,Thursday,2025,12,December,4,4,49,0,9395000
2025-12-05,Friday,4058000,5246000,Journeys_2025_2026 .csv,Friday,2025,12,December,4,5,49,0,9304000
2025-12-06,Saturday,3784000,4328000,Journeys_2025_2026 .csv,Saturday,2025,12,December,4,6,49,1,8112000
2025-12-07,Sunday,2563000,3200000,Journeys_2025_2026 .csv,Sunday,2025,12,December,4,7,49,1,5763000
2025-12-08,Monday,3648000,5028000,Journeys_2025_2026 .csv,Monday,2025,12,December,4,8,50,0,8676000
2025-12-09,Tuesday,4071000,5124000,Journeys_2025_2026 .csv,Tuesday,2025,12,December,4,9,50,0,9195000
2025-12-10,Wednesday,4167000,5230000,Journeys_2025_2026 .csv,Wednesday,2025,12,December,4,10,50,0,9397000
2025-12-11,Thursday,4300000,5230000,Journeys_2025_2026 .csv,Thursday,2025,12,December,4,11,50,0,9530000
2025-12-12,Friday,3981000,5208000,Journeys_2025_2026 .csv,Friday,2025,12,December,4,12,50,0,9189000
2025-12-13,Saturday,3817000,4367000,Journeys_2025_2026 .csv,Saturday,2025,12,December,4,13,50,1,8184000
2025-12-14,Sunday,2569000,3275000,Journeys_2025_2026 .csv,Sunday,2025,12,December,4,14,50,1,5844000
2025-12-15,Monday,3408000,4873000,Journeys_2025_2026 .csv,Monday,2025,12,December,4,15,51,0,8281000
2025-12-16,Tuesday,3762000,5035000,Journeys_2025_2026 .csv,Tuesday,2025,12,December,4,16,51,0,8797000
2025-12-17,Wednesday,3755000,5084000,Journeys_2025_2026 .csv,Wednesday,2025,12,December,4,17,51,0,8839000
2025-12-18,Thursday,3716000,4821000,Journeys_2025_2026 .csv,Thursday,2025,12,December,4,18,51,0,8537000
2025-12-19,Friday,3576000,5196000,Journeys_2025_2026 .csv,Friday,2025,12,December,4,19,51,0,8772000
2025-12-20,Saturday,3232000,4177000,Journeys_2025_2026 .csv,Saturday,2025,12,December,4,20,51,1,7409000
2025-12-21,Sunday,2307000,3196000,Journeys_2025_2026 .csv,Sunday,2025,12,December,4,21,51,1,5503000
2025-12-22,Monday,3122000,4467000,Journeys_2025_2026 .csv,Monday,2025,12,December,4,22,52,0,7589000
2025-12-23,Tuesday,2933000,4400000,Journeys_2025_2026 .csv,Tuesday,2025,12,December,4,23,52,0,7333000
2025-12-24,Wednesday,1874000,3724000,Journeys_2025_2026 .csv,Wednesday,2025,12,December,4,24,52,0,5598000
2025-12-25,Thursday,0,2000,Journeys_2025_2026 .csv,Thursday,2025,12,December,4,25,52,0,2000
2025-12-26,Friday,1490000,2666000,Journeys_2025_2026 .csv,Friday,2025,12,December,4,26,52,0,4156000
2025-12-27,Saturday,2521000,3419000,Journeys_2025_2026 .csv,Saturday,2025,12,December,4,27,52,1,5940000
2025-12-28,Sunday,2100000,2859000,Journeys_2025_2026 .csv,Sunday,2025,12,December,4,28,52,1,4959000
2025-12-29,Monday,2683000,3851000,Journeys_2025_2026 .csv,Monday,2025,12,December,4,29,1,0,6534000
2025-12-30,Tuesday,2901000,4043000,Journeys_2025_2026 .csv,Tuesday,2025,12,December,4,30,1,0,6944000
2025-12-31,Wednesday,2955000,3970000,Journeys_2025_2026 .csv,Wednesday,2025,12,December,4,31,1,0,6925000
2026-01-01,Thursday,1703000,2199000,Journeys_2025_2026 .csv,Thursday,2026,1,January,1,1,1,0,3902000
2026-01-02,Friday,2580000,3807000,Journeys_2025_2026 .csv,Friday,2026,1,January,1,2,1,0,6387000
2026-01-03,Saturday,2440000,3507000,Journeys_2025_2026 .csv,Saturday,2026,1,January,1,3,1,1,5947000
2026-01-04,Sunday,1760000,2753000,Journeys_2025_2026 .csv,Sunday,2026,1,January,1,4,1,1,4513000
2026-01-05,Monday,2682000,4274000,Journeys_2025_2026 .csv,Monday,2026,1,January,1,5,2,0,6956000
2026-01-06,Tuesday,3023000,4486000,Journeys_2025_2026 .csv,Tuesday,2026,1,January,1,6,2,0,7509000
2026-01-07,Wednesday,3096000,4654000,Journeys_2025_2026 .csv,Wednesday,2026,1,January,1,7,2,0,7750000
2026-01-08,Thursday,3262000,4611000,Journeys_2025_2026 .csv,Thursday,2026,1,January,1,8,2,0,7873000
2026-01-09,Friday,2801000,4579000,Journeys_2025_2026 .csv,Friday,2026,1,January,1,9,2,0,7380000
2026-01-10,Saturday,2532000,3810000,Journeys_2025_2026 .csv,Saturday,2026,1,January,1,10,2,1,6342000
2026-01-11,Sunday,1672000,2798000,Journeys_2025_2026 .csv,Sunday,2026,1,January,1,11,2,1,4470000
